tweet_id,user_id,retweeted_on
1381804352080330753,1185438287399288833,2021-04-13 03:37:41
1381623183804010498,1080220976821010435,2021-04-13 03:37:41
1381745925052227586,1381045104920694786,2021-04-13 03:37:40
1381804352080330753,3074547830,2021-04-13 03:37:40
1381742821195980800,1175978965653217282,2021-04-13 03:37:39
1381752845049847808,1212409129811079168,2021-04-13 03:37:38
1381496247681359875,1080459639139909632,2021-04-13 03:37:37
1381622293391085569,60022528,2021-04-13 03:37:36
1381787939139690498,4060702276,2021-04-13 03:37:31
1381777806267326465,881197625348825088,2021-04-13 03:37:28
1381622293391085569,2741461451,2021-04-13 03:37:28
1381813462813249544,1213038965420216320,2021-04-13 03:37:27
1380054375045816324,976734595,2021-04-13 03:37:27
1381752845049847808,217355610,2021-04-13 03:37:26
1381682563350138882,43295161,2021-04-13 03:37:24
1381623218864148486,458109045,2021-04-13 03:37:22
1381650189413310466,2975584896,2021-04-13 03:37:21
1381787939139690498,370312100,2021-04-13 03:37:21
1381622293391085569,1141010724,2021-04-13 03:37:20
1381775478294372353,2868970532,2021-04-13 03:37:18
1381804352080330753,1280916257261281280,2021-04-13 03:37:17
1379363255156568064,1210915315388780544,2021-04-13 03:37:17
1381622293391085569,1073311182260486149,2021-04-13 03:37:17
1381801812190244865,1351220470130106377,2021-04-13 03:37:14
1381798041280073728,419170701,2021-04-13 03:37:13
1381296600333565959,16262924,2021-04-13 03:37:13
1381211857113948161,2303327186,2021-04-13 03:37:12
1381622293391085569,2422690986,2021-04-13 03:37:12
1380958905090588673,385648380,2021-04-13 03:37:08
1381811348418359297,1281119563,2021-04-13 03:37:08
1381626811671527428,1049449813480235009,2021-04-13 03:37:06
1381811491226066946,2500224663,2021-04-13 03:37:05
1381804352080330753,1262335158130061313,2021-04-13 03:37:04
1381781204375011330,1210915315388780544,2021-04-13 03:37:04
1381774888332001286,2342898960,2021-04-13 03:37:03
1381805539747749890,1171053765438259200,2021-04-13 03:37:03
1377827382841708544,414132529,2021-04-13 03:37:01
1381623202024058880,1129737679397015552,2021-04-13 03:37:00
1357783891277348864,1292263734598078471,2021-04-13 03:36:58
1381527312051671040,14669823,2021-04-13 03:36:55
1381101170626678787,1363372811239129089,2021-04-13 03:36:53
1381813297637257217,788936431813087232,2021-04-13 03:36:53
1381804352080330753,1002618213841231873,2021-04-13 03:36:52
1381622293391085569,2761531899,2021-04-13 03:36:52
1381702325719326721,828344751535509504,2021-04-13 03:36:52
1381622293391085569,3262846537,2021-04-13 03:36:51
1381780850090463235,23522932,2021-04-13 03:36:51
1381622293391085569,252755362,2021-04-13 03:36:51
1296693660784848898,1364635331597754369,2021-04-13 03:36:51
1381799803730980864,1114315975657021440,2021-04-13 03:36:50
1381623202024058880,920494048598687744,2021-04-13 03:36:50
1381622293391085569,1220318381443887104,2021-04-13 03:36:50
1381787939139690498,82267412,2021-04-13 03:36:50
1381623202024058880,1368898978566172675,2021-04-13 03:36:48
1381622293391085569,1240664358369124352,2021-04-13 03:36:47
1381622293391085569,1127063364193202176,2021-04-13 03:36:47
1381623183804010498,920494048598687744,2021-04-13 03:36:47
1381622293391085569,1376722035800428545,2021-04-13 03:36:46
1381622293391085569,1030847299,2021-04-13 03:36:44
1381622293391085569,775467093818941441,2021-04-13 03:36:43
1381623183804010498,1368898978566172675,2021-04-13 03:36:41
1381746437340291076,596078480,2021-04-13 03:36:40
1381755303264411648,14616816,2021-04-13 03:36:39
1381623130179788801,2795392087,2021-04-13 03:36:38
1381105137272250369,1363372811239129089,2021-04-13 03:36:37
1381813085028106242,1280047226115383297,2021-04-13 03:36:34
1381804352080330753,3797779703,2021-04-13 03:36:33
1381780850090463235,17077389,2021-04-13 03:36:33
1381704646100586498,557483178,2021-04-13 03:36:33
1381622293391085569,1178285528246099969,2021-04-13 03:36:30
1381623183804010498,1129737679397015552,2021-04-13 03:36:30
1381780850090463235,14149937,2021-04-13 03:36:29
985905180779732994,2613139478,2021-04-13 03:36:26
1381682563350138882,706880029112700928,2021-04-13 03:36:25
1381622293391085569,1950104310,2021-04-13 03:36:25
1381622293391085569,3078851945,2021-04-13 03:36:25
1380913464936341509,1351816988209917952,2021-04-13 03:36:25
1381622293391085569,1176764923059195904,2021-04-13 03:36:24
1381787939139690498,922353127,2021-04-13 03:36:24
1378384766630780929,1337740036788215808,2021-04-13 03:36:23
1381592265886433289,1297071040686772225,2021-04-13 03:36:22
1381469431042170880,1329622301344624640,2021-04-13 03:36:21
1381592265886433289,1167646091036319745,2021-04-13 03:36:20
1381246893318111236,1478902082,2021-04-13 03:36:19
1381630938367467526,1252719268187144198,2021-04-13 03:36:18
1381787939139690498,1854842652,2021-04-13 03:36:17
1381783709200773121,1369928407945867266,2021-04-13 03:36:15
1380551641871626245,1008811759,2021-04-13 03:36:14
1381787939139690498,52740041,2021-04-13 03:36:12
1381431988960206848,329425279,2021-04-13 03:36:11
1381777806267326465,325856719,2021-04-13 03:36:11
1381230847894900737,134943107,2021-04-13 03:36:10
1381787939139690498,20988187,2021-04-13 03:36:10
1379806388587618309,1029957869494358016,2021-04-13 03:36:09
1381696212781371395,99408825,2021-04-13 03:36:08
1381649212924780553,1234505972762046464,2021-04-13 03:36:07
1381788309714784256,15713663,2021-04-13 03:36:06
1349443177896316928,37273420,2021-04-13 03:36:05
1381787939139690498,2821674237,2021-04-13 03:36:05
1381622293391085569,559464112,2021-04-13 03:36:04
1381755810691227648,948454686209617920,2021-04-13 03:36:03
1381762216806862849,1008831630021218304,2021-04-13 03:36:02
1381657867611217921,99408825,2021-04-13 03:36:02
1378346426783137795,1337740036788215808,2021-04-13 03:36:01
1381634857009287170,1295625257940930562,2021-04-13 03:36:01
1381623202024058880,1260532374753824770,2021-04-13 03:36:01
1381622293391085569,2266074686,2021-04-13 03:36:00
1381622293391085569,1407738523,2021-04-13 03:36:00
1381623183804010498,1260532374753824770,2021-04-13 03:35:58
1381804352080330753,612872903,2021-04-13 03:35:57
1381787939139690498,1566785113,2021-04-13 03:35:57
1381445090162380801,7089482,2021-04-13 03:35:57
1381622293391085569,1086883704314556416,2021-04-13 03:35:56
1381622293391085569,4180669066,2021-04-13 03:35:56
1381204707386003461,1008831630021218304,2021-04-13 03:35:54
1381622293391085569,3259133694,2021-04-13 03:35:51
1381622293391085569,710646479048691712,2021-04-13 03:35:51
1381765465777840128,838232057348247552,2021-04-13 03:35:51
1381787939139690498,2559356240,2021-04-13 03:35:50
1381483152212811776,2297287718,2021-04-13 03:35:49
1381682563350138882,366279425,2021-04-13 03:35:48
1381622293391085569,185788113,2021-04-13 03:35:46
1381670478545358849,1364372147477614594,2021-04-13 03:35:46
1381682563350138882,1341497347935776769,2021-04-13 03:35:46
1381787939139690498,14086813,2021-04-13 03:35:44
1381657859390373894,99408825,2021-04-13 03:35:44
1381458610652209154,34417665,2021-04-13 03:35:43
1381678051176628224,3033160570,2021-04-13 03:35:43
1381774734753464325,1294145916274966528,2021-04-13 03:35:43
1381622293391085569,857421111960653824,2021-04-13 03:35:42
1381527312051671040,590799861,2021-04-13 03:35:39
1351259402268012551,1381424545517670401,2021-04-13 03:35:39
1381808468206620673,1338500146007425026,2021-04-13 03:35:38
1380307574256455685,1347664209266565134,2021-04-13 03:35:38
1381211857113948161,1301713007068639234,2021-04-13 03:35:36
1381787939139690498,948043612515962880,2021-04-13 03:35:34
1381622293391085569,382615204,2021-04-13 03:35:33
1381622293391085569,1196427959311175681,2021-04-13 03:35:32
1379844757451546635,1260128604320444417,2021-04-13 03:35:31
1381777806267326465,2267938020,2021-04-13 03:35:31
1381623183804010498,360507058,2021-04-13 03:35:31
1381740502895190016,38613136,2021-04-13 03:35:31
1381778833234333700,1142418468458942464,2021-04-13 03:35:29
1381804352080330753,1271748384299180032,2021-04-13 03:35:28
1381793872838189060,981349030658789376,2021-04-13 03:35:27
1381622293391085569,2151810631,2021-04-13 03:35:27
1381413621876486144,332202244,2021-04-13 03:35:24
1381622293391085569,3007171164,2021-04-13 03:35:24
1381787939139690498,62199328,2021-04-13 03:35:24
1381650189413310466,976189372834889728,2021-04-13 03:35:21
1381811045132611585,1152209472166621185,2021-04-13 03:35:19
1381622293391085569,1262279232664764416,2021-04-13 03:35:18
1381622293391085569,2517870214,2021-04-13 03:35:18
1381622293391085569,29101263,2021-04-13 03:35:17
1381657845301706761,99408825,2021-04-13 03:35:17
1381622293391085569,1141113538813014016,2021-04-13 03:35:14
1381622293391085569,724789739732242432,2021-04-13 03:35:13
1381787939139690498,1978165356,2021-04-13 03:35:12
1381622293391085569,774261541604589568,2021-04-13 03:35:10
1381813149536563200,3532655353,2021-04-13 03:35:08
1381640882890285059,1372575721151893505,2021-04-13 03:35:07
1381787939139690498,929591504397635584,2021-04-13 03:35:07
1381638356031864834,1365333741892116483,2021-04-13 03:35:07
1381812206279401477,1188848553810186242,2021-04-13 03:35:05
1381657845301706761,87983041,2021-04-13 03:35:04
1381752845049847808,1107924952513236992,2021-04-13 03:35:03
1381622293391085569,807879408,2021-04-13 03:35:03
1381622293391085569,4831944184,2021-04-13 03:35:02
1381804352080330753,1147323395014647809,2021-04-13 03:35:02
1381787939139690498,25019964,2021-04-13 03:35:02
1381737747405103106,1133688305239744514,2021-04-13 03:35:01
1381811348418359297,2293602630,2021-04-13 03:35:01
1381752675423895553,3532655353,2021-04-13 03:34:59
1381242945546903559,821048359725187073,2021-04-13 03:34:59
1381800057486237698,3552942073,2021-04-13 03:34:59
1381747464097701891,1361035868731961345,2021-04-13 03:34:57
1381622293391085569,226291794,2021-04-13 03:34:56
1381752675423895553,904711298188967938,2021-04-13 03:34:54
1381813080619773952,2916627870,2021-04-13 03:34:52
1381764396213534722,545428357,2021-04-13 03:34:52
1381622293391085569,1237639330681716741,2021-04-13 03:34:50
1381623202024058880,1185999864422793216,2021-04-13 03:34:49
1381622293391085569,53243333,2021-04-13 03:34:49
1381812396424114179,1371926113052672000,2021-04-13 03:34:49
1381622293391085569,984929252125659136,2021-04-13 03:34:48
1381622293391085569,864347913090093058,2021-04-13 03:34:47
1381623233405841409,458109045,2021-04-13 03:34:47
1381701365802524672,2837228540,2021-04-13 03:34:46
1381623183804010498,1185999864422793216,2021-04-13 03:34:46
1381648933034676227,1126442569653637120,2021-04-13 03:34:46
1381810653065846790,3319921950,2021-04-13 03:34:44
1381810535277199362,2975510359,2021-04-13 03:34:43
1196868008792084480,33033227,2021-04-13 03:34:42
1381776666154926082,1056694714244759552,2021-04-13 03:34:41
1381496247681359875,1334323490636218368,2021-04-13 03:34:41
1381622293391085569,268156245,2021-04-13 03:34:40
1381544584258420738,2951783176,2021-04-13 03:34:38
1381735481935720448,1245762037726072833,2021-04-13 03:34:38
1381496247681359875,1007567512387481601,2021-04-13 03:34:37
1381622293391085569,1344986425,2021-04-13 03:34:35
1381496771466076165,1402834224,2021-04-13 03:34:35
1381709076460101636,99229078,2021-04-13 03:34:34
1381812441579802626,788090947259158528,2021-04-13 03:34:34
1381647394497036293,1628932063,2021-04-13 03:34:31
1381648688355831811,1012844752553689088,2021-04-13 03:34:31
1381800410835529730,1116056513154621440,2021-04-13 03:34:30
1381789704484364292,1370802327528075265,2021-04-13 03:34:30
1381742625645019136,893155146275971072,2021-04-13 03:34:29
1381795190189477890,1379414750614843392,2021-04-13 03:34:27
1381622293391085569,2367873478,2021-04-13 03:34:26
1381527312051671040,865928977000431619,2021-04-13 03:34:25
1381622293391085569,2349429498,2021-04-13 03:34:24
1381810535277199362,2958832497,2021-04-13 03:34:24
1381805879008186369,2195389526,2021-04-13 03:34:21
1381666240993746946,75634309,2021-04-13 03:34:21
1381495436012216323,1180138627612827648,2021-04-13 03:34:20
1381420666876952577,1224311467857432576,2021-04-13 03:34:19
1381622293391085569,1090058579854319617,2021-04-13 03:34:18
1381622293391085569,129313504,2021-04-13 03:34:17
1381622293391085569,842237304160833536,2021-04-13 03:34:12
1381791165968572419,1287582936909324293,2021-04-13 03:34:12
1381804352080330753,958377556205539329,2021-04-13 03:34:10
1381799600588210177,1110370735027961856,2021-04-13 03:34:10
1381523521411588098,1305904543536824322,2021-04-13 03:34:10
1381671743950106625,113366373,2021-04-13 03:34:07
1381379830407688199,1050150279365021696,2021-04-13 03:34:06
1381407540076929024,1287582936909324293,2021-04-13 03:34:04
1381622293391085569,805502694739898369,2021-04-13 03:34:04
1381804352080330753,1041423973970522113,2021-04-13 03:34:03
1375060150457892875,414132529,2021-04-13 03:34:01
1381622293391085569,2908559107,2021-04-13 03:33:59
1381790785595604993,1362313421815902208,2021-04-13 03:33:59
1381759225240543232,1037352367367352320,2021-04-13 03:33:59
1381622293391085569,965445474902781952,2021-04-13 03:33:56
1381750642381758469,1330472748,2021-04-13 03:33:56
1381623218864148486,1288103742579937281,2021-04-13 03:33:56
1381787939139690498,25517715,2021-04-13 03:33:56
1381622293391085569,948722113203945472,2021-04-13 03:33:55
1381683509815881730,1312962824944209920,2021-04-13 03:33:53
1381526901383168001,1179637174532218880,2021-04-13 03:33:52
1381622293391085569,1866749300,2021-04-13 03:33:51
1381592265886433289,930211808715165698,2021-04-13 03:33:50
1381708440838447104,962192467113140224,2021-04-13 03:33:50
1381787939139690498,891410661074280448,2021-04-13 03:33:49
1381599652349419522,1013256315731312642,2021-04-13 03:33:48
1381622293391085569,3301557420,2021-04-13 03:33:48
1381622293391085569,40416165,2021-04-13 03:33:47
1381794198299496449,341568655,2021-04-13 03:33:47
1381622293391085569,271535939,2021-04-13 03:33:44
1381803468227178497,1526930006,2021-04-13 03:33:43
1381622293391085569,869899403343130624,2021-04-13 03:33:42
1380786678395142144,924595494004887552,2021-04-13 03:33:42
1381296600333565959,2583948101,2021-04-13 03:33:42
1381622293391085569,826159935570460673,2021-04-13 03:33:41
1381775478294372353,1181574633583235075,2021-04-13 03:33:41
1196868008792084480,1272951540341370882,2021-04-13 03:33:41
1381810353311375369,1660701306,2021-04-13 03:33:40
1381622293391085569,1210636796977016833,2021-04-13 03:33:40
1381623183804010498,903582960,2021-04-13 03:33:36
1381517449506525192,480513238,2021-04-13 03:33:36
1381787939139690498,44886020,2021-04-13 03:33:35
1381648688355831811,1292681922087276544,2021-04-13 03:33:34
1380773082504130563,902577058647130112,2021-04-13 03:33:34
1381798533129367556,31058887,2021-04-13 03:33:30
1381622293391085569,298821703,2021-04-13 03:33:30
1381622293391085569,1330189082,2021-04-13 03:33:28
1381622293391085569,1258480397094092803,2021-04-13 03:33:28
1381496247681359875,1325995321906798593,2021-04-13 03:33:27
1381555254664265732,1232329389205065728,2021-04-13 03:33:27
1379812848944091136,4882847718,2021-04-13 03:33:26
1249543096305500160,1160462668387323906,2021-04-13 03:33:26
1381682777519575043,994487038517837824,2021-04-13 03:33:25
1381622293391085569,531406965,2021-04-13 03:33:23
1379056229805387779,2933554495,2021-04-13 03:33:22
1381622293391085569,828033665330470912,2021-04-13 03:33:21
1381622293391085569,723585754644000768,2021-04-13 03:33:21
1381764396213534722,248409248,2021-04-13 03:33:19
1381772072213377024,37273420,2021-04-13 03:33:19
1381622293391085569,195305437,2021-04-13 03:33:18
1381645276054700035,1376551624760422408,2021-04-13 03:33:14
1381811912204255239,877435095157690368,2021-04-13 03:33:13
1381622293391085569,3135791160,2021-04-13 03:33:12
1381631432930557953,21693811,2021-04-13 03:33:12
1381622293391085569,2721318401,2021-04-13 03:33:12
1381622293391085569,1439599237,2021-04-13 03:33:08
1381810653065846790,877435095157690368,2021-04-13 03:33:08
1381622293391085569,795081935475249152,2021-04-13 03:33:08
1381762216182095875,19397687,2021-04-13 03:33:07
1381812211212038146,954416862569385985,2021-04-13 03:33:07
1381812319131295747,59034148,2021-04-13 03:33:07
1381527312051671040,1086167912283627520,2021-04-13 03:33:06
